,recommend,review
1329,0,not enough mess movie picture also marred constant use studio sets indoor exteriors 
1330,0,whatever prompted documentary beyond 
1331,0,serious spoilers movie huge disappointment 
1332,0,many problems dont know start 
1333,1,cast great 
1334,1,steve martin delivers really funny performance middle-aged upper class uptight white guy 
1335,1,add betty white jean smart great cast everyone played parts really well 
1336,0,but movie makes lot serious mistakes 
1337,0,first enough racial stereotypes racial jokes offend everyone 
1338,0,movie littered overt racial slurs towards black cast members return whites depicted morons boobs 
1339,0,putting race card aside lets look major flaw film destroy latifa character 
1340,0,real plot 
1341,0,wouldnt see movie free 
1342,1,steamboat willie amazingly important film cinema history 
1343,1,second appearance mickey mouse following silent plane crazy earlier year probably famous film -- mostly ground-breaking 
1344,1,not yet hear mickey speak tons sound effects music throughout film -- something take granted but huge crowd pleaser 1928 
1345,1,however seeing short 25 years amazed timeless film actually 
1346,1,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way 
1347,1,clever real crowd-pleaser -- film still ranks among mickey best films even 80 wonderful years 
1348,0,bipolarity ruthless thug one minute ruthless killer next minute luv diaper commercial completely unconvincing 
1349,0,'m terribly disappointed film would receive many awards accolades especially far deserving works film 
1350,1,original body soul 1947 masterpiece 
1351,1,john garfield ann revere lilli plmer william conrad canada lee filmed one greatest cinematographers ever grace screen .. james wong howe 
1352,0,not think redeeming qualities remake 
1353,0,may bad film ever made 
1354,0,bad well bad 
1355,0,movie solid example bad plot bad idea way 
1356,0,shame see good actors like thomerson james make living mess like 
1357,0,thought bad 
1358,0,films terrible but credit 1986 version watchable 
1359,0,let start acting especially lead professor bad 
1360,0,script big flawed mess 
1361,0,best example dumb writing established turn zombie-students back humans removing necklace containing piece meteorite 
1362,0,director paul matthews also wrote/directed weak 1995 monster movie grim clearly not know pace films 
1363,0,movie terribly boring places 
1364,0,lighting awful 
1365,0,film looks cheap bland 
1366,0,one disappointing aspects lack notable gore 
1367,0,convention never worked well past certainly not work 
1368,0,visual effects awful 
1369,0,cg opening sequence space looked like could created microsoft slideshow god sake 
1370,0,explosion gas tanks end awful 
1371,1,okay like consider fair critic give credit credit due -- creature effects actually pretty cool 
1372,1,got ta love close-ups slimy drooling teeth 
1373,0,sum film breeders terrible cheaply made horror movie avoided like ebola virus 
1374,0,not recommended 
1375,0,almost unbearable watch screen little charisma terrible comedic timing 
1376,0,aside terrible lead film loads debits 
1377,0,understand supposed cheap popcorn comedy but not mean completely insult intelligence writing incredibly hackneyed borders offensive 
1378,0,lewis black considerable talent wasted incendiary unrestrained pg-13 rating certainly not allow 
1379,1,film sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim 
1380,0,originality freshness first movie spent remake little else offer 
1381,0,budget evidently limited 
1382,0,reflected not cast but also below-par script borrowed much earlier classic 
1383,0,however decent acting action location work balance things 
1384,0,filmiing less expansive 
1385,0,failed convey broad sweep landscapes great part original 
1386,0,generally lacked imagination 
1387,0,not recommended 
1388,0,possible movie get worse 
1389,0,plot keep going first place 
1390,0,even women finally show sign improvement expected things happen time film might far asleep 
1391,0,beware not trashy cult movie trash -period 
1392,0,not believe even sequel 
1393,0,precisely giving bad review 
1394,1,90 child truly enjoyed show proudly say enjoyed big time even classical wb cartoons 
1395,1,but tiny toons kept 90 vibe delivered one popular funny underrated cartoons ever created 
1396,1,memories murky but say enjoyed every single episode product related show 
1397,1,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers 
1398,1,characters funny peculiarity not true lead character 
1399,1,every single character hilarious deserved called lead 
1400,0,every element story top excessively phony contrived painful sit 
1401,0,lines seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk 
1402,1,perabo nice energy level obviously comfortable front camera 
1403,0,simply excuse something poorly done 
1404,0,saw movie thought stupid movie 
1405,0,even stupid thought idea volcano los angeles 
1406,0,honest unbelievable nonsense foolish 
1407,0,conclusion not bother movie volcano los angeles nothing but nonsense 
1408,0,story line awful 
1409,0,painful 
1410,0,accents absolutely abysmal 
1411,0,also enough hypocrisy film make vomit 
1412,0,not waste time watching rubbish non-researched film 
1413,1,believe pitch black done well 
1414,1,characters interesting want find longer movie goes think people surprised not make 
1415,1,go watch 
1416,0,omit watching 
1417,1,funny 
1418,0,rating 3 10 
1419,1,characters interesting really care 
1420,1,instant classic great soundtrack catchy song ending credits 
1421,1,not miss 
1422,1,masterful piece film-making many themes simmering occasionally boiling warts study poet bohemian self-indulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self-sacrifice 
1423,1,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention 
1424,1,but exquisite visual composition moment inventive elegant use close-up camera angle lighting including pointillistic faux home movie footage wonder joy behold 
1425,1,continuously beautiful look bertolucci but relationships convincing narrative engaging master work 
1426,0,basic premise wasted since sidelined inexplicable focus documentary crew 
1427,0,regardless film fails levels 
1428,0,avoid costs 
1429,1,saw film christmas great film 
1430,1,thought errol flynn brilliant custer since become favourite actor 
1431,1,acting alongside olivia de havilland brilliant ending fantastic 
1432,1,always known errol flynn brilliant actor dads favourite actor grew watching films child 
1433,1,but not watched film realised great actually 
1434,1,give film 10 10 
1435,0,know jim o'connor energetic nobody could much but george well dull 
1436,0,really not seem want hosting voice-overs monotonous not get involved guests 
1437,1,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists 
1438,1,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function but lacks brooding menace hitchcock black white low-budget original 
1439,1,nevertheless yet another wonderful film great master stable 
1440,1,say film excellently produced tops ratings typical sci fi film 
1441,1,excellently produced one sci-fi best producers scot vandiver 
1442,1,but entertaining nonetheless 
1443,1,campy sort film joy watch 
1444,1,barely boring moment film plenty humorous parts 
1445,1,cast always entertaining usual 
1446,1,overall delight 
1447,0,movie mind-bendingly awful could not even created 
1448,0,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic 
1449,0,least said acting better 
1450,1,movie excellent job revealing complexity task incredible challenges facing south africa 
1451,1,believe every one see movie think people outside south africa understand past attempted truth reconciliation process 
1452,1,nothing short magnificent photography/cinematography film 
1453,1,acting fantastic stories seamlessly woven together dogs splendid ............. must rent view see 
1454,1,not afraid subtitles ........ worth little aversion therapy 10/10 
1455,1,excellent performance 
1456,1,still good actors around 
1457,1,also great directing photography 
1458,1,true shakespear 'must shakespear fans 
1459,1,macbeth jason connery moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting 
1460,1,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl but deadly taste blood evil 
1461,1,love death decay shakespears lyrics one 
1462,1,witty delightful adaptation dr seuss book brilliantly animated upa finest thoroughly deserving academy award 
1463,1,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon 
1464,1,however paul schrader indeed made film mishima superb complex 
1465,1,also notable john bailey fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppola dracula received well deserved oscar 
1466,0,even allowing poor production values time 1971 format kind mini-series baaaaaad 
1467,0,unless visually collect extant films austen work skip one 
1468,1,watch however small consolations actresses playing anne sisters wonderful job roles 
1469,0,not good 
1470,0,speaking music unbearably predictably kitchy 
1471,0,film dropped ball 
1472,1,stunning movie 
1473,1,raw sublimely moving 
1474,1,felt like gripping intelligent stage play but without overly theatrical feeling one actually gets watching people stage plays everyone terror white lie escalating monstrous consequences 
1475,1,main players mesmerising 
1476,1,tom wilkinson broke heart end everyone else judging amount fumbling hankies hands going faces among males females alike 
1477,1,julian fellowes triumphed 
1478,1,national treasure 
1479,1,go see 
1480,1,excellent film 
1481,1,aerial scenes well-done 
1482,1,also right balance war love 
1483,1,film gives meaning phrase never history human conflict much owed many 
1484,1,kris kristoffersen good movie really makes difference 
1485,1,good film great director 
1486,1,definitely one better documentaries seen looking family relationships marriage 
1487,0,many continuity errors one user commented different cars garage joe glasses one got fact joe facial hair configuration seemed change scene scene 
1488,1,great movie 
1489,1,10 10 stars 
1490,0,not see movie inspiration anyone come overcome fear rejection 
1491,0,bad actually worth seeing reason 
1492,1,punishment park brilliant piece cinema 
1493,1,shot southern california desert using patent faux documentary style watkins creates film like 
1494,1,one peter watkins accessible films 
1495,1,advise look 
1496,1,wont regret 
1497,1,highly recommended a+ 
1498,0,well keep thinking bad 
1499,0,mediocre miserable hollow laughable predictable piece garbage 
1500,0,case 'so bad laughable 
1501,0,bad performance plays angela bennett computer expert home time 
1502,0,film nothing pretext show ridiculous action scenes 
1503,0,awful 
1504,0,but still bad actress repeating robotic face moves pictures 
1505,0,results well shame 
1506,0,delete film mind 
1507,0,one worst shows time 
1508,0,show would begin smart ass ed comments would totally wall uncalled 
1509,0,fat computer geek unbelievable bible thumper bad-ass girl actors 
1510,0,never heard except cole totally unbelievable part 
1511,0,every time opened mouth expect hear see kids pulling plug mercy killing horrible show 
1512,0,stories unbelievable actors 
1513,0,lame would best way describe 
1514,1,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility 
1515,1,success film depends casting sydney greenstreet alexander yardley character 
1516,1,attractive set used throughout film eye-pleasing gem 
1517,0,im big fan rpg games but movie disgrace self-respecting rpger 
1518,0,lines cuts audio everything wrong 
1519,0,find better movies youtube 
1520,0,top line not waste time money one bad comes 
1521,0,lassie movie put sleep forever 
1522,0,'d describe painfully dreary time-waster film 
1523,0,mediocre every aspect becomes dull uninteresting mess one forgettable movies 've seen 
1524,0,not even achievement so-bad-it's-good so-bad-it's-memorable movie 
1525,0,empty hollow shell movie 
1526,0,seriously not worth wasting kid time 
1527,0,avoid avoid avoid 
1528,0,drive barking mad 
1529,1,transfers good 
1530,1,nice relaxing late night viewing 
1531,1,movie full wonderful dancing hence title 
1532,1,great music terrific scenery 
1533,1,handles tough issues dignity grace course shocking spoiler 
1534,1,happy wonderful feel good ending 
1535,1,point journey journey touches every member family 
1536,1,one movies need see whenever comes tv never mind fact already memorized 
1537,0,nothing new 
1538,0,done second movie 
1539,0,movie almost action scenes little comedy 
1540,0,plot holes pair fishnet stockings direction editing astonishingly ham fisted 
1541,0,earth irons film 
1542,1,saw film recommend 
1543,1,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good 
1544,1,good film indeed great unconditional love 
1545,1,tom wilkinson character man not prepared ordeal begin but takes matter hand story progresses great actor gives performance makes feel character anguish suffering 
1546,1,emily watson character strong give quick glance understand everything 
1547,1,despite pans reviewers liked movie 
1548,1,fact liked better interview vampire liked lestat stuart townsend better cruise attempt 
1549,1,aailiyah pretty good akasha places compelling first entrance mini dance scene 
1550,1,'m big fan series mostly due anne rice style sensitivities treatments 
1551,1,guess liked details dysfunction -- believable 
1552,0,football scenes end perplexing 
1553,1,but thought acting skilled 
1554,1,meredith better right 
1555,1,charming film wonderful sentiment heart 
1556,1,rare film-maker takes time tell worthy moral tale care love not fall trap overly syrupy indulgent 
1557,1,nine ten truly lovely film 
1558,1,early film future goremeister lucio fulci good addition giallo sub-genre 
1559,1,one best italian thrillers early 70 
1560,1,standout scene 
1561,0,scene strong unpleasant 
1562,1,technically film well made impressive camera-work solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sounds like coming distant hill 
1563,1,still wild stuff though highly recommended fans giallo cinema 
1564,1,movie interesting beginning end 
1565,1,liked way dustin hoffman character ready everything stay son 
1566,1,movie also revealing 
1567,1,personally think shows people learn find compromise self without involving people issue 
1568,0,boring 
1569,0,tired lazy writing come thick fast 
1570,1,ps scene movie cool central character finds room blown 
1571,1,fresh subtle rather sublime effect 
1572,1,italian reviewer called small great film right 
1573,1,actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star 
1574,1,learn lot real inside emotions people movie lot movie business 
1575,1,movie movie situations beginning game played acting coach fascinating 
1576,1,also music mark snow possibly best score 've ever heard 
1577,1,not forget movie 
1578,0,film made 
1579,0,film ultra-cheap look 
1580,0,result film not look right 
1581,0,none engaging exciting 
1582,0,plot nonsense not interest slightest way uniqueness 
1583,0,foreigner not worth one second time 
1584,1,saw child tv back 1973 stranger loved 
1585,1,but duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr 
1586,1,movie awesome 
1587,1,loved really scary 
1588,1,love scream movies horror movies one ranks way 
1589,1,want real scare rent one 
1590,1,10/10 
1591,1,extraordinary film 
1592,1,courtroom drama compelling indictment american justice system frightening 
1593,1,film highlights fundamental flaws legal process not discovering guilt innocence but rather presents better court 
1594,1,film well paced understated one best courtroom documentaries 've seen 
1595,1,mostly routine fact-based tv drama gets boost fine performance cole 
1596,1,predictable but not bad watch 
1597,1,clear range ability pull part 
1598,1,carries movie well 
1599,1,constantine gives everything right intensity seems good understanding underlying psychological motivations 
1600,1,wonderful inspiring watch hope gets released video dvd 
1601,0,piece trash ever released beyond acting story characters supposedly special effects etc wrong 
1602,0,fact stinker smells like direct-to-video release 
1603,0,avoid costs 
1604,0,star trek v final frontier worst series 
1605,0,acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain 
1606,0,attempts humor pitiful story awful dose not bear thinking basically involves vulcan stealing enterprise find god seriously not care film oh not mention uhura belly dance distract male guards 
1607,0,place good film garbage 
1608,0,worst one series 
1609,1,editing editing film phenomenal opinion 
1610,1,song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions 
1611,1,cinematography film shot interesting way 
1612,1,course footage 70s grainy but enhanced film 
1613,1,film offers many delights surprises 
1614,1,achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layers excellent film 
1615,1,story unfolds 18th century jutland use period music played period instruments one fine touch 
1616,1,share general loewenhielm exquisite joy partaking cailles en sarcophage even though watching movie but wish small sample savor 
1617,1,but understated film leaves lasting impression 
1618,1,warmth generates contrast austere backdrop 
1619,1,leave theater wanting go dance stars 
1620,1,acting 'd expect cast top notch 
1621,1,characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic 
1622,1,angus scrimm also turns good performance somewhat brief but memorable role gently menacing violin-playing anatomist doctor quinn 
1623,1,conclusion loved 
1624,1,long time since entertained movie 
1625,1,struggle find anything bad say 
1626,1,mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line 
1627,1,pretty surprising wonderful film made 1949 hollywood generally collective heads sand concerning black white issues time 
1628,1,film deserves strong kudos taking stand exceptional acting mostly lesser-known cast super-intelligent script not insult audience take easy way comes white racism 
1629,1,plus movie rather modest budget fast running time amazing job 
1630,1,juano hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south 
1631,1,trumbull love lucy 
1632,1,see kids chance -- open amazing dialog far race relations come last 50 years 
1633,1,see films 
1634,1,year however reminded us huston still top game evinced faithful adaptation james joyce acclaimed novella dead 
1635,1,feelings thoughts gabriel discomfort dance intangibles leap life come within viewer grasp huston portrayal 
1636,0,disappointed wondered could oscar shortlist 
1637,0,slow 
1638,0,lot holes plot nothing became emperor nothing spend 20 years childhood mature age 
1639,0,not waste time 
1640,0,end days one worst big-budget action movies 've ever seen 
1641,0,surely not know make coherent action movie screenwriter air force one obliged write script big sum money 
1642,0,one worst films ever seen 
1643,0,'m still trying get bad 
1644,1,movie possibly one creative works horror ever 
1645,1,everything could want suspense drama comedy confusing subplots native americans brain eating looking be-all end-all brainsucking movies look 
1646,1,great sound effects impressive special effects not recommend movie enough 1 call nut but think one best movies ever 1 great character actors telly savalas peter boyle 1 1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking 0 lots holes script 0 like bad two hour tv movie 0 imagine every single one decisions made wrong 0 dialogue atrocious 0 acting beyond abysmal 0 everything stinks 0 trouble writing directing make impossible establish things make movie watchable like character story theme 0 worse incredibly weak sub-plot thrown follows little band latter-day mansonites go reporter working story anniversary killings 0 dumb pointless complete waste time 0 short not bother movie 0 not spoil but ending pretty amazing 1 best scene movie end but not spoil 1 ever indication writer director ability meld two highly volatile temperaments seamless union creativity 1 result powerhouse achievement made timely perhaps culture disturbing fascination celebrity distorted interpretations fame 1 film not easily forgotten 1 but kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor 1 scripting subtle comedy unmatched movie recent years 1 characters interesting even bit predictable 1 highly recommended ages although younger set probably not appreciate subtle references certainly appreciate one galley scene particular 1 great movie 1 also story acting weak 0 around 4 pm bought around 8pm started watch around 8.15pm fast forwarded remaining film see anything left watchable human brain but not 0 either way sucks 0 script horrendously stupid 0 story starts fast absolutely suspense build-up slightest 0 everything captain howdy says either laughable plain stupid 0 hell kind crap 0 plot holes 0 could drive semi truck holes 0 linda cardellini thing good film 1 poised amazing 1 dee snider plain sucks 0 not act one least scary villains ever seen not write write damn movie sleep 0 bored throughout whole damn thing 0 acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks 0 film tries serious sophisticated thriller/horror flick fails miserably 0 probably one least effective utterly unoriginal films ever seen entire life 0 piece cinematic garbage captured celluloid 0 avoid costs 0 rate film stinks not funny fulci stayed giallo supernatural zombie movies 0 avoid film costs 0 not know happened season five mess 0 consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict 0 movie really dislike 0 one boring horror movies 90 mainly starts slow centers boring atmosphere 0 puppets look really cheesy not good way like puppet master 80 flicks 0 story lame not interesting never really explains sinister origins puppets 0 not death scenes like previous movies f/x terrible 0 felt asleep first time watched recommend insomniacs 0 fact film wonderful heartwarming tale two people chasing dreams 1 best part nurse betty unpredictability 
1647,1,director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next 
1648,0,otherwise not even waste time 
1649,0,one fails create real suspense 
1650,0,killer not expect anything original even remotely frightening 
1651,1,however pretty good acting least type film 
1652,0,'m sorry but really not recommend anyone 
1653,0,one boring pointless movies ever seen 
1654,0,secondary plot line incomprehensible relation primary plot line mystifying 
1655,0,hated 
1656,0,one worst sandra bullock movie since speed 2 but not quite bad 
1657,0,not understand garbage got shelves movie store not even real movie 
1658,0,highly doubt anyone could ever like trash 
1659,0,not movie-making 
1660,0,acting like watching wooden puppets moving around reading book bad 
1661,0,warn -- not rent movie dumbest thing never seen 
1662,1,saw short film hbo day absolutely loved 
1663,1,not realize wonderful short really last two scenes 
1664,1,excellent short film 
1665,1,hopefully director james cox turn short feature length film cast win us whole new film 
1666,0,agree jessica movie pretty bad 
1667,0,characters one-dimensional even good guys especially bad guys 
1668,0,story line totally predictable 
1669,1,not much dialogue not much music whole film shot elaborately aesthetically like sculpture 
1670,0,'ve seen soap operas intelligent movie 
1671,0,bad characters bad story bad acting 
1672,0,really awful 
1673,0,not easy watch 
1674,1,funny clever hip like pray previous film hype 
1675,1,long time not see charismatic actor screen 
1676,1,paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years 
1677,1,movie not completely perfect but 'titta di girolamo stay long time vision movie 
1678,1,rate movie 9/10 
1679,1,not know emilio estevez directorial debut but pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye 
1680,1,interplay martin emilio contains wonderful chemistry saw wall street martin charlie 
1681,1,kathy bates wonderful characters subtle desperation escapism variation character play fields lord 
1682,1,readers already seen one miyazaki films still top form made another worthwhile experience 
1683,1,never condescends characters good genuine hearts believable problems 
1684,1,two main characters may two believable children ever saw put screen 
1685,1,easy love but even easy identify 
1686,1,movie great -- especially enjoy visual arts 
1687,1,scenery two daughters paint photograph beautiful 
1688,1,story also funny poignant times 
1689,1,people like european films art movies like movie 
1690,1,truly art movie -- actually lot art 
1691,1,go rent 
1692,1,however finally watching film realized not closed mind brilliance depicts also found watching 
1693,1,one movie never ceases interest simply keeps alert try attempt decipher meanings 
1694,1,brilliance indeed 
1695,1,but liked movies like matrix better yet sequels think appreciate thought provoking mindblowing experience film give 
1696,1,think film like dream 
1697,1,simply beautiful 
1698,1,rickman stowe play roles hilt tale childrens book writer -- maybe -- written subversive tract 
1699,1,gloriously fun fast paced fairly accurate portrayal night raver 
1700,1,presents idyllic yet serious portrayal ups downs characters lives 
1701,0,whatever avoid groove antithesis good human traffic 
1702,0,bad everyone else involved not share crowe level dedication quality 'd far better film hands sub-par mess 
1703,0,movie seemed little slow first 
1704,1,but picked speed got right point 
1705,1,showed exactly government scientist argued humanity reasons gadget 
1706,1,enjoyed 
1707,1,recommended friends 
1708,1,particularly pleased acting ability dwight schultz 
1709,1,actors truly understand become particular character delivering convincing sincere performance 
1710,1,on-screen chemistry critical entire film genuine 
1711,1,film dialogue natural real life 
1712,1,writer gorman bechard undoubtedly homework references industry character-age appropriate 
1713,1,incredible soundtrack truly captures essence film 
1714,1,track commands sentiment actually contributing scenes characters 
1715,1,definitely worth seeing sort thought provoking film forces question threshold loneliness 
1716,1,hayao miyazaki latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood 
1717,1,time seems film animation dominated disney/pixar cgi masterpieces refreshing comforting know miyazaki still relying traditional hand-drawn animation tell charming enchanting stories 
1718,1,enough not said remarkable animation film 
1719,1,art style appearance crayon/pencil drawings wonderfully colorful fanciful 
1720,0,act film glad gon na drift away earth far possible 
1721,0,one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere 
1722,0,not choked vomit end cheap drama worthless dialogue 've must bored death waste time 
1723,1,still makes super ending depicts great sea vessel taken mighty frost 
1724,1,consider excellent story solid acting look film added bonuses 
1725,0,instead got bore fest whiny spoiled brat babysitting 
1726,1,watched two sundays ago march 20th 2005 began really enjoy time taped entire thing 
1727,1,well acted done tv movie 
1728,1,judith light one favorite actresses think superb job film 
1729,1,keep watching 
1730,1,sad movie but good 
1731,1,not seen movie definitely recommend 
1732,1,lovely usual cutie 
1733,1,still quite interesting entertaining follow 
1734,1,recommend confidence 
1735,1,movie well-balanced comedy drama thoroughly enjoyed 
1736,1,riot see hugo weaving play sex-obsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander 
1737,1,anyway plot flowed smoothly male-bonding scenes hoot 
1738,1,opening sequence gem classic cat n mouse games follow delight watch 
1739,1,fans genre heaven 
1740,1,lange become great actress 
1741,1,looked like wonderful story 
1742,0,never walked movie faster 
1743,0,got bored watching jessice lange take clothes 
1744,0,unfortunately virtue film production work lost regrettable script 
1745,0,word embarrassing 
1746,0,exceptionally bad 
1747,0,insult one intelligence huge waste money 
1748,1,wow loved place 
1749,0,crust not good 
1750,0,not tasty texture nasty 
1751,1,stopped late may bank holiday rick steve recommendation loved 
1752,1,selection menu great prices 
1753,0,getting angry want damn pho 
1754,0,honeslty not taste fresh 
1755,0,potatoes like rubber could tell made ahead time kept warmer 
1756,1,fries great 
1757,1,great touch 
1758,1,service prompt 
1759,0,would not go back 
1760,0,cashier care ever say still ended wayyy overpriced 
1761,1,tried cape cod ravoli chicken cranberry mmmm 
1762,0,disgusted pretty sure human hair 
1763,0,shocked signs indicate cash 
1764,1,highly recommended 
1765,0,waitress little slow service 
1766,0,place not worth time let alone vegas 
1767,0,not like 
1768,0,burrittos blah 
1769,1,food amazing 
1770,1,service also cute 
1771,1,could care less interior beautiful 
1772,1,performed 
1773,1,right red velvet cake ohhh stuff good 
1774,0,never brought salad asked 
1775,1,hole wall great mexican street tacos friendly staff 
1776,0,took hour get food 4 tables restaurant food luke warm sever running around like totally overwhelmed 
1777,0,worst salmon sashimi 
1778,1,also combos like burger fries beer 23 decent deal 
1779,0,like final blow 
1780,1,found place accident could not happier 
1781,0,seems like good quick place grab bite familiar pub food but favor look elsewhere 
1782,1,overall like place lot 
1783,1,redeeming quality restaurant inexpensive 
1784,1,ample portions good prices 
1785,0,poor service waiter made feel like stupid every time came table 
1786,1,first visit hiro delight 
1787,0,service sucks 
1788,1,shrimp tender moist 
1789,0,not deal good enough would drag establishment 
1790,0,hard judge whether sides good grossed melted styrofoam not want eat fear getting sick 
1791,1,positive note server attentive provided great service 
1792,0,frozen pucks disgust worst people behind register 
1793,1,thing like prime rib dessert section 
1794,0,bad food damn generic 
1795,1,burger good beef cooked right 
1796,1,want sandwich go firehouse 
1797,1,side greek salad greek dressing tasty pita hummus refreshing 
1798,1,ordered duck rare pink tender inside nice char outside 
1799,1,came running us realized husband left sunglasses table 
1800,1,chow mein good 
1801,0,horrible attitudes towards customers talk one customers not enjoy food 
1802,1,portion huge 
1803,1,loved friendly servers great food wonderful imaginative menu 
1804,0,heart attack grill downtown vegas absolutely flat-lined excuse restaurant 
1805,0,not much seafood like 5 strings pasta bottom 
1806,1,salad right amount sauce not power scallop perfectly cooked 
1807,0,ripped banana not ripped but petrified tasteless 
1808,0,least think refill water struggle wave 10 minutes 
1809,1,place receives stars appetizers 
1810,1,cocktails handmade delicious 
1811,1,'d definitely go back 
1812,1,glad found place 
1813,1,great food service huge portions give military discount 
1814,1,always great time dos gringos 
1815,1,update went back second time still amazing 
1816,0,got food apparently never heard salt batter fish chewy 
1817,1,great way finish great 
1818,1,deal included 5 tastings 2 drinks jeff went beyond expected 
1819,1,really really good rice time 
1820,0,service meh 
1821,0,took 30 min get milkshake nothing chocolate milk 
1822,0,guess known place would suck inside excalibur but not use common sense 
1823,0,scallop dish quite appalling value well 
1824,0,2 times bad customer service 
1825,1,sweet potato fries good seasoned well 
1826,1,today second time 've lunch buffet pretty good 
1827,0,much good food vegas feel cheated wasting eating opportunity going rice company 
1828,0,coming like experiencing underwhelming relationship parties not wait person ask break 
1829,0,walked place smelled like old grease trap 2 others eating 
1830,0,turkey roast beef bland 
1831,1,place 
1832,0,pan cakes everyone raving taste like sugary disaster tailored palate six year old 
1833,1,love pho spring rolls oh yummy try 
1834,0,poor batter meat ratio made chicken tenders unsatisfying 
1835,1,say food amazing 
1836,1,omelets die 
1837,1,everything fresh delicious 
1838,0,summary largely disappointing dining experience 
1839,1,like really sexy party mouth outrageously flirting hottest person party 
1840,0,never hard rock casino never ever step forward 
1841,1,best breakfast buffet 
1842,0,say bye bye tip lady 
1843,0,never go 
1844,1,back 
1845,1,food arrived quickly 
1846,0,not good 
1847,1,side cafe serves really good food 
1848,1,server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go 
1849,1,good thing waiter helpful kept bloddy mary coming 
1850,1,best buffet town price not beat 
1851,1,loved mussels cooked wine reduction duck tender potato dishes delicious 
1852,1,one better buffets 
1853,1,went tigerlilly fantastic afternoon 
1854,1,food delicious bartender attentive personable got great deal 
1855,1,ambience wonderful music playing 
1856,1,go back next trip 
1857,1,sooooo good 
1858,0,real sushi lovers let honest yama not good 
1859,0,least 40min passed us ordering food arriving not busy 
1860,1,really fantastic thai restaurant definitely worth visit 
1861,1,nice spicy tender 
1862,1,good prices 
1863,1,check 
1864,0,pretty gross 
1865,0,'ve better atmosphere 
1866,0,kind hard mess steak but 
1867,0,although much liked look sound place actual experience bit disappointing 
1868,0,not know place managed served blandest food ever eaten preparing indian cuisine 
1869,0,worst service boot but least worries 
1870,1,service fine waitress friendly 
1871,1,guys steaks steak loving son steak best worst places said best steak ever eaten 
1872,1,thought 'd venture away get good sushi but place really hit spot night 
1873,0,host staff lack better word bitches 
1874,0,bland not liking place number reasons not want waste time bad reviewing .. leave 
1875,1,phenomenal food service ambiance 
1876,0,would not return 
1877,1,definitely worth venturing strip pork belly return next time 'm vegas 
1878,0,place way overpriced mediocre food 
1879,1,penne vodka excellent 
1880,1,good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burgers 
1881,0,management rude 
1882,1,delicious nyc bagels good selections cream cheese real lox capers even 
1883,1,great subway fact good come every subway not meet expectations 
1884,1,seriously solid breakfast 
1885,1,one best bars food vegas 
1886,0,extremely rude really many restaurants would love dine weekend vegas 
1887,1,drink never empty made really great menu suggestions 
1888,0,not 
1889,0,waiter not helpful friendly rarely checked us 
